claim_id,state,district,anomaly_type,severity,description,evidence
FRA-13661,Chhattisgarh,Surguja,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.66 ha | Recorded: 1.33 ha | Difference: 4.33 ha (76.5%)
FRA-13684,Chhattisgarh,Korba,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.41 ha | Recorded: 0.67 ha | Difference: 4.74 ha (87.6%)
FRA-13702,Madhya Pradesh,Balaghat,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.26 ha | Recorded: 2.55 ha | Difference: 4.71 ha (64.9%)
FRA-13750,Chhattisgarh,Surguja,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.36 ha | Recorded: 2.06 ha | Difference: 9.30 ha (81.9%)
FRA-13752,Chhattisgarh,Dantewada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.66 ha | Recorded: 2.77 ha | Difference: 2.89 ha (51.1%)
FRA-13763,Jharkhand,Ranchi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.49 ha | Recorded: 2.91 ha | Difference: 4.58 ha (61.1%)
FRA-13766,Gujarat,Dangs,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.81 ha | Recorded: 2.4 ha | Difference: 3.41 ha (58.7%)
FRA-13787,Chhattisgarh,Kanker,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.23 ha | Recorded: 2.99 ha | Difference: 6.24 ha (67.6%)
FRA-13815,Rajasthan,Dungarpur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.48 ha | Recorded: 0.66 ha | Difference: 5.82 ha (89.8%)
FRA-13824,Chhattisgarh,Kanker,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.2 ha | Recorded: 1.58 ha | Difference: 8.62 ha (84.5%)
FRA-13830,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.15 ha | Recorded: 2.28 ha | Difference: 6.87 ha (75.1%)
FRA-13833,Odisha,Sundargarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.98 ha | Recorded: 1.85 ha | Difference: 10.13 ha (84.6%)
FRA-13840,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.55 ha | Recorded: 1.05 ha | Difference: 10.50 ha (90.9%)
FRA-13848,Rajasthan,Udaipur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.37 ha | Recorded: 2.23 ha | Difference: 6.14 ha (73.4%)
FRA-13883,Chhattisgarh,Surguja,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.88 ha | Recorded: 2.99 ha | Difference: 2.89 ha (49.1%)
FRA-13899,Odisha,Keonjhar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.68 ha | Recorded: 2.53 ha | Difference: 3.15 ha (55.5%)
FRA-13911,Chhattisgarh,Dantewada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.35 ha | Recorded: 1.68 ha | Difference: 4.67 ha (73.5%)
FRA-13914,Maharashtra,Nashik,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.92 ha | Recorded: 0.54 ha | Difference: 10.38 ha (95.1%)
FRA-13954,Madhya Pradesh,Chhindwara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.31 ha | Recorded: 1.37 ha | Difference: 9.94 ha (87.9%)
FRA-13983,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.87 ha | Recorded: 2.59 ha | Difference: 4.28 ha (62.3%)
FRA-14010,Madhya Pradesh,Dindori,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.23 ha | Recorded: 2.07 ha | Difference: 3.16 ha (60.4%)
FRA-14011,Rajasthan,Udaipur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.26 ha | Recorded: 2.15 ha | Difference: 9.11 ha (80.9%)
FRA-14046,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.68 ha | Recorded: 1.77 ha | Difference: 3.91 ha (68.8%)
FRA-14066,Chhattisgarh,Bastar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.5 ha | Recorded: 1.91 ha | Difference: 5.59 ha (74.5%)
FRA-14086,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.51 ha | Recorded: 1.33 ha | Difference: 6.18 ha (82.3%)
FRA-14150,Odisha,Koraput,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.28 ha | Recorded: 1.63 ha | Difference: 5.65 ha (77.6%)
FRA-14153,Rajasthan,Sirohi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.77 ha | Recorded: 2.12 ha | Difference: 7.65 ha (78.3%)
FRA-14294,Madhya Pradesh,Betul,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.91 ha | Recorded: 2.44 ha | Difference: 5.47 ha (69.2%)
FRA-14300,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.59 ha | Recorded: 2.31 ha | Difference: 8.28 ha (78.2%)
FRA-14337,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.8 ha | Recorded: 0.96 ha | Difference: 9.84 ha (91.1%)
FRA-14356,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.79 ha | Recorded: 1.09 ha | Difference: 6.70 ha (86.0%)
FRA-14438,Chhattisgarh,Kanker,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.71 ha | Recorded: 2.88 ha | Difference: 4.83 ha (62.6%)
FRA-14461,Madhya Pradesh,Dindori,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.81 ha | Recorded: 2.61 ha | Difference: 6.20 ha (70.4%)
FRA-14466,Jharkhand,Ranchi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.65 ha | Recorded: 0.55 ha | Difference: 11.10 ha (95.3%)
FRA-14479,Gujarat,Dangs,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.41 ha | Recorded: 1.51 ha | Difference: 4.90 ha (76.4%)
FRA-14524,Odisha,Keonjhar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.44 ha | Recorded: 2.7 ha | Difference: 4.74 ha (63.7%)
FRA-14527,Gujarat,Narmada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.11 ha | Recorded: 0.91 ha | Difference: 9.20 ha (91.0%)
FRA-14550,Gujarat,Valsad,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.61 ha | Recorded: 1.23 ha | Difference: 4.38 ha (78.1%)
FRA-14599,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.7 ha | Recorded: 0.96 ha | Difference: 6.74 ha (87.5%)
FRA-14600,Chhattisgarh,Dantewada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.14 ha | Recorded: 0.69 ha | Difference: 10.45 ha (93.8%)
FRA-14649,Jharkhand,Gumla,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.39 ha | Recorded: 0.59 ha | Difference: 9.80 ha (94.3%)
FRA-14667,Jharkhand,Ranchi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.38 ha | Recorded: 1.04 ha | Difference: 9.34 ha (90.0%)
FRA-14681,Jharkhand,West Singhbhum,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.91 ha | Recorded: 1.22 ha | Difference: 6.69 ha (84.6%)
FRA-14691,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.76 ha | Recorded: 2.35 ha | Difference: 5.41 ha (69.7%)
FRA-14715,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.79 ha | Recorded: 1.4 ha | Difference: 4.39 ha (75.8%)
FRA-14718,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.39 ha | Recorded: 2.91 ha | Difference: 4.48 ha (60.6%)
FRA-14735,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.87 ha | Recorded: 2.8 ha | Difference: 4.07 ha (59.2%)
FRA-14783,Madhya Pradesh,Mandla,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.18 ha | Recorded: 2.18 ha | Difference: 6.00 ha (73.3%)
FRA-14790,Gujarat,Bharuch,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.32 ha | Recorded: 2.64 ha | Difference: 4.68 ha (63.9%)
FRA-14805,Maharashtra,Amravati,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.26 ha | Recorded: 1.63 ha | Difference: 8.63 ha (84.1%)
FRA-14846,Madhya Pradesh,Betul,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.23 ha | Recorded: 1.65 ha | Difference: 8.58 ha (83.9%)
FRA-14855,Rajasthan,Sirohi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.39 ha | Recorded: 1.56 ha | Difference: 5.83 ha (78.9%)
FRA-14894,Gujarat,Tapi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.26 ha | Recorded: 0.6 ha | Difference: 6.66 ha (91.7%)
FRA-14918,Odisha,Keonjhar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.14 ha | Recorded: 0.83 ha | Difference: 5.31 ha (86.5%)
FRA-14921,Odisha,Mayurbhanj,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.08 ha | Recorded: 1.24 ha | Difference: 4.84 ha (79.6%)
FRA-14922,Gujarat,Narmada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.42 ha | Recorded: 2.64 ha | Difference: 2.78 ha (51.3%)
FRA-14927,Odisha,Kandhamal,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.46 ha | Recorded: 0.92 ha | Difference: 6.54 ha (87.7%)
FRA-14945,Rajasthan,Udaipur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.5 ha | Recorded: 1.7 ha | Difference: 9.80 ha (85.2%)
FRA-14974,Madhya Pradesh,Dindori,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.47 ha | Recorded: 1.82 ha | Difference: 9.65 ha (84.1%)
FRA-14980,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.42 ha | Recorded: 2.47 ha | Difference: 2.95 ha (54.4%)
FRA-14991,Odisha,Koraput,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.51 ha | Recorded: 0.73 ha | Difference: 5.78 ha (88.8%)
FRA-15007,Maharashtra,Nashik,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.75 ha | Recorded: 2.19 ha | Difference: 3.56 ha (61.9%)
FRA-15080,Jharkhand,Gumla,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.98 ha | Recorded: 2.27 ha | Difference: 4.71 ha (67.5%)
FRA-15082,Madhya Pradesh,Betul,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.73 ha | Recorded: 0.74 ha | Difference: 7.99 ha (91.5%)
FRA-15093,Jharkhand,West Singhbhum,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.27 ha | Recorded: 1.71 ha | Difference: 5.56 ha (76.5%)
FRA-15103,Rajasthan,Dungarpur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.21 ha | Recorded: 2.59 ha | Difference: 4.62 ha (64.1%)
FRA-15104,Madhya Pradesh,Mandla,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.87 ha | Recorded: 0.89 ha | Difference: 7.98 ha (90.0%)
FRA-15111,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.02 ha | Recorded: 1.57 ha | Difference: 7.45 ha (82.6%)
FRA-15126,Rajasthan,Sirohi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.12 ha | Recorded: 0.61 ha | Difference: 9.51 ha (94.0%)
FRA-15170,Odisha,Keonjhar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.51 ha | Recorded: 1.7 ha | Difference: 3.81 ha (69.1%)
FRA-15198,Jharkhand,Simdega,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.06 ha | Recorded: 1.52 ha | Difference: 3.54 ha (70.0%)
FRA-15209,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.34 ha | Recorded: 1.22 ha | Difference: 10.12 ha (89.2%)
FRA-15226,Rajasthan,Dungarpur,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.38 ha | Recorded: 1.67 ha | Difference: 3.71 ha (69.0%)
FRA-15232,Gujarat,Dangs,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.77 ha | Recorded: 2.97 ha | Difference: 7.80 ha (72.4%)
FRA-15234,Gujarat,Tapi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.29 ha | Recorded: 0.6 ha | Difference: 9.69 ha (94.2%)
FRA-15257,Madhya Pradesh,Betul,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.18 ha | Recorded: 1.29 ha | Difference: 3.89 ha (75.1%)
FRA-15286,Rajasthan,Sirohi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.21 ha | Recorded: 2.19 ha | Difference: 7.02 ha (76.2%)
FRA-15343,Maharashtra,Amravati,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.92 ha | Recorded: 1.59 ha | Difference: 8.33 ha (84.0%)
FRA-15384,Jharkhand,West Singhbhum,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.58 ha | Recorded: 1.71 ha | Difference: 3.87 ha (69.4%)
FRA-15422,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.97 ha | Recorded: 1.7 ha | Difference: 8.27 ha (82.9%)
FRA-15441,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.77 ha | Recorded: 1.3 ha | Difference: 7.47 ha (85.2%)
FRA-15453,Madhya Pradesh,Chhindwara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.88 ha | Recorded: 0.52 ha | Difference: 6.36 ha (92.4%)
FRA-15475,Gujarat,Bharuch,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.02 ha | Recorded: 1.26 ha | Difference: 8.76 ha (87.4%)
FRA-15487,Chhattisgarh,Kanker,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.48 ha | Recorded: 1.7 ha | Difference: 8.78 ha (83.8%)
FRA-15514,Gujarat,Valsad,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.07 ha | Recorded: 2.17 ha | Difference: 5.90 ha (73.1%)
FRA-15581,Gujarat,Narmada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.54 ha | Recorded: 2.16 ha | Difference: 7.38 ha (77.4%)
FRA-15600,Chhattisgarh,Kanker,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.32 ha | Recorded: 2.29 ha | Difference: 6.03 ha (72.5%)
FRA-15626,Odisha,Mayurbhanj,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.31 ha | Recorded: 0.62 ha | Difference: 6.69 ha (91.5%)
FRA-15633,Odisha,Mayurbhanj,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.69 ha | Recorded: 0.83 ha | Difference: 5.86 ha (87.6%)
FRA-15665,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.29 ha | Recorded: 2.14 ha | Difference: 8.15 ha (79.2%)
FRA-15669,Rajasthan,Pratapgarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.07 ha | Recorded: 2.42 ha | Difference: 3.65 ha (60.1%)
FRA-15679,Odisha,Keonjhar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.7 ha | Recorded: 2.07 ha | Difference: 5.63 ha (73.1%)
FRA-15738,Madhya Pradesh,Chhindwara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.18 ha | Recorded: 2.28 ha | Difference: 3.90 ha (63.1%)
FRA-15777,Gujarat,Narmada,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 6.45 ha | Recorded: 2.68 ha | Difference: 3.77 ha (58.4%)
FRA-15789,Gujarat,Valsad,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.35 ha | Recorded: 1.35 ha | Difference: 10.00 ha (88.1%)
FRA-15816,Gujarat,Bharuch,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.15 ha | Recorded: 1.02 ha | Difference: 8.13 ha (88.9%)
FRA-15845,Jharkhand,Simdega,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.41 ha | Recorded: 1.37 ha | Difference: 10.04 ha (88.0%)
FRA-15854,Madhya Pradesh,Chhindwara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.15 ha | Recorded: 1.08 ha | Difference: 4.07 ha (79.0%)
FRA-15876,Jharkhand,Gumla,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.93 ha | Recorded: 1.04 ha | Difference: 4.89 ha (82.5%)
FRA-15894,Gujarat,Bharuch,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 11.35 ha | Recorded: 2.05 ha | Difference: 9.30 ha (81.9%)
FRA-15944,Odisha,Koraput,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.91 ha | Recorded: 2.36 ha | Difference: 7.55 ha (76.2%)
FRA-15975,Jharkhand,West Singhbhum,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.09 ha | Recorded: 1.54 ha | Difference: 8.55 ha (84.7%)
FRA-15988,Rajasthan,Banswara,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.89 ha | Recorded: 0.76 ha | Difference: 7.13 ha (90.4%)
FRA-15994,Maharashtra,Amravati,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.58 ha | Recorded: 1.91 ha | Difference: 5.67 ha (74.8%)
