claim_id,state,district,village,claim_type,claimant_id,latitude,longitude,area_claimed,submission_date,last_updated,decision_date,status
FRA-10186,Madhya Pradesh,Betul,Village-117,IFR,CLM-473095,22.984837,78.631877,2.95,2024-06-12,2025-07-18,,PENDING
FRA-10187,Maharashtra,Yavatmal,Village-402,IFR,CLM-764693,19.375804,77.75,2.35,2023-04-24,2024-06-10,,PENDING
FRA-10188,Odisha,Kandhamal,Village-230,IFR,CLM-684041,18.427549,75.342397,3.2,2023-06-16,2024-02-03,,PENDING
FRA-10189,Madhya Pradesh,Mandla,Village-462,IFR,CLM-686716,20.214597,74.058744,3.39,2023-08-21,2024-11-10,,PENDING
FRA-10190,Jharkhand,Gumla,Village-154,IFR,CLM-607753,18.670452,76.449523,2.51,2023-01-06,2023-06-14,,PENDING
FRA-10191,Odisha,Koraput,Village-412,CFR,CLM-445549,19.825521,80.752402,1.3,2022-03-11,2022-11-05,2022-10-29,APPROVED
FRA-10192,Chhattisgarh,Korba,Village-252,IFR,CLM-703853,19.540137,81.686972,2.86,2022-04-02,2022-12-08,2022-10-12,APPROVED
FRA-10193,Chhattisgarh,Kanker,Village-14,CFR,CLM-862538,18.75949,82.595224,4.73,2021-04-11,2022-08-06,2022-02-14,APPROVED
FRA-10194,Chhattisgarh,Kanker,Village-367,CFR,CLM-543681,19.194148,81.233287,4.24,2024-08-02,2025-07-17,,PENDING
FRA-10195,Chhattisgarh,Korba,Village-360,IFR,CLM-951755,17.757356,85.105351,7.4,2025-09-06,2026-06-30,2026-06-30,APPROVED
FRA-10196,Gujarat,Narmada,Village-408,IFR,CLM-551365,24.267678,77.144959,7.88,2020-06-30,2021-04-19,2021-02-19,APPROVED
FRA-10197,Madhya Pradesh,Balaghat,Village-302,IFR,CLM-823975,20.237939,82.654278,5.66,2026-04-04,2026-06-30,2026-06-30,APPROVED
FRA-10198,Madhya Pradesh,Betul,Village-106,IFR,CLM-646428,19.683232,78.691658,5.48,2020-12-17,2021-02-19,2021-07-13,APPROVED
FRA-10199,Chhattisgarh,Bastar,Village-56,IFR,CLM-810032,17.658096,77.288474,2.75,2023-07-30,2023-09-07,2023-10-26,APPROVED
FRA-10200,Jharkhand,Gumla,Village-222,IFR,CLM-514798,18.791162,81.005986,3.97,2024-10-12,2026-02-19,2025-09-29,APPROVED
FRA-10201,Maharashtra,Amravati,Village-275,IFR,CLM-296041,21.541435,82.993779,2.59,2022-05-29,2022-09-16,2022-07-30,APPROVED
FRA-10202,Maharashtra,Amravati,Village-179,IFR,CLM-469082,21.779159,80.337559,7.74,2025-06-27,2026-03-29,2026-02-10,APPROVED
FRA-10203,Maharashtra,Nashik,Village-199,CFRR,CLM-538555,20.113142,74.766982,1.38,2021-07-02,2021-12-14,2021-11-02,APPROVED
FRA-10204,Chhattisgarh,Surguja,Village-28,IFR,CLM-476479,19.70206,78.637512,1.75,2021-12-10,2022-09-25,2022-04-14,APPROVED
FRA-10205,Maharashtra,Nandurbar,Village-251,CFR,CLM-275377,20.409413,83.498648,4.21,2025-09-01,2026-06-30,,UNDER_REVIEW
FRA-10206,Madhya Pradesh,Dindori,Village-282,IFR,CLM-635618,22.697628,82.573994,1.76,2026-01-11,2026-06-12,,PENDING
FRA-10207,Madhya Pradesh,Balaghat,Village-218,CFR,CLM-207391,20.589566,75.731774,6.67,2024-02-11,2024-11-19,2025-03-15,REJECTED
FRA-10208,Gujarat,Dangs,Village-353,IFR,CLM-467663,18.969147,82.220162,6.99,2020-12-22,2021-08-08,2021-05-22,APPROVED
FRA-10209,Jharkhand,Gumla,Village-150,CFR,CLM-403387,18.678642,85.237502,3.13,2020-08-31,2021-06-23,2021-07-02,REJECTED
FRA-10210,Rajasthan,Udaipur,Village-128,IFR,CLM-253347,18.388217,83.825985,0.94,2024-08-12,2025-11-30,2025-08-12,APPROVED
FRA-10211,Gujarat,Tapi,Village-207,IFR,CLM-640659,23.06219,82.611053,3.61,2023-01-05,2023-11-27,2023-12-25,APPROVED
FRA-10212,Chhattisgarh,Surguja,Village-408,IFR,CLM-660384,22.381023,83.626328,7.79,2021-01-16,2022-01-30,,PENDING
FRA-10213,Chhattisgarh,Dantewada,Village-391,IFR,CLM-150760,23.018126,84.176933,4.6,2023-03-07,2023-08-31,2023-12-10,APPROVED
FRA-10214,Rajasthan,Pratapgarh,Village-466,IFR,CLM-238320,20.494595,85.446176,3.92,2021-10-09,,,UNDER_REVIEW
FRA-10215,Gujarat,Valsad,Village-359,IFR,CLM-891918,20.274391,76.818866,5.48,2020-12-03,2021-06-16,2021-01-28,APPROVED
FRA-10216,Rajasthan,Udaipur,Village-357,CFR,CLM-460263,22.259879,73.116087,1.5,2025-05-07,2025-06-20,,PENDING
FRA-10217,Rajasthan,Dungarpur,Village-196,IFR,CLM-911032,20.072932,76.740692,6.54,2020-12-31,2022-01-14,,PENDING
FRA-10218,Rajasthan,Dungarpur,Village-227,IFR,CLM-327797,23.939259,80.70095,3.13,2021-11-03,2022-06-21,2022-02-18,APPROVED
FRA-10219,Maharashtra,Gadchiroli,Village-308,IFR,CLM-856211,18.089741,79.917458,6.43,2024-10-24,2025-04-08,2025-10-19,APPROVED
FRA-10220,Gujarat,Valsad,Village-256,IFR,CLM-769077,20.964214,74.409296,3.44,2022-02-11,2023-03-05,2022-07-13,APPROVED
FRA-10221,Madhya Pradesh,Balaghat,Village-395,CFRR,CLM-176537,22.839082,84.930662,3.24,2021-04-22,2026-06-30,,PENDING
FRA-10222,Madhya Pradesh,Mandla,Village-213,IFR,CLM-544150,21.899995,79.263112,6.42,2020-09-04,2022-01-07,,PENDING
FRA-10223,Rajasthan,Sirohi,Village-168,IFR,CLM-509711,24.320194,74.942214,1.09,2020-12-08,2021-05-20,,PENDING
FRA-10224,Rajasthan,Pratapgarh,Village-342,CFR,CLM-877722,21.786078,73.687858,1.15,2020-08-25,2021-01-02,2021-05-14,REJECTED
FRA-10225,Madhya Pradesh,Dindori,Village-384,CFR,CLM-919067,19.314729,77.648368,4.38,2023-11-21,2024-08-19,,PENDING
FRA-10226,Gujarat,Dangs,Village-185,IFR,CLM-158132,18.03949,78.689972,2.47,2025-11-15,2025-12-22,2026-06-30,APPROVED
FRA-10227,Maharashtra,Nashik,Village-7,IFR,CLM-356430,17.51798,83.733613,5.92,2026-06-08,2026-06-30,2026-06-30,APPROVED
FRA-10228,Odisha,Keonjhar,Village-128,CFRR,CLM-536476,22.089923,75.806441,6.52,2020-05-24,2021-03-08,,PENDING
FRA-10229,Gujarat,Dangs,Village-450,IFR,CLM-587686,17.8215,78.011561,2.17,2020-08-03,2020-11-07,,PENDING
FRA-10230,Odisha,Mayurbhanj,Village-303,IFR,CLM-617326,21.859023,78.799084,4.73,2022-04-01,2022-09-02,,PENDING
FRA-10231,Gujarat,Narmada,Village-172,IFR,CLM-101533,22.354226,73.119935,4.56,2020-04-07,2020-08-09,,UNDER_REVIEW
FRA-10232,Madhya Pradesh,Dindori,Village-472,IFR,CLM-342716,22.481567,74.162833,0.95,2025-07-08,2026-06-30,,PENDING
FRA-10233,Chhattisgarh,Bastar,Village-134,IFR,CLM-992247,24.249528,75.959647,4.94,2024-06-03,2024-07-16,2025-06-07,APPROVED
FRA-10234,Rajasthan,Banswara,Village-85,IFR,CLM-571404,21.592956,74.942632,2.02,2020-11-01,2022-03-04,,PENDING
FRA-10235,Chhattisgarh,Bastar,Village-352,IFR,CLM-418992,18.339395,74.970192,2.81,2022-04-30,2022-12-22,,UNDER_REVIEW
FRA-10236,Gujarat,Valsad,Village-488,IFR,CLM-524035,23.240627,75.173347,4.35,2023-12-28,2024-07-22,2024-06-08,APPROVED
FRA-10237,Rajasthan,Sirohi,Village-191,IFR,CLM-819622,18.415007,83.295918,0.59,2021-07-26,2021-10-01,2021-12-16,APPROVED
FRA-10238,Jharkhand,Simdega,Village-425,CFRR,CLM-948179,18.401541,84.313475,7.27,2020-09-21,2021-01-05,,PENDING
FRA-10239,Madhya Pradesh,Betul,Village-182,IFR,CLM-325146,20.179106,78.3333,5.93,2024-11-09,2026-01-08,,UNDER_REVIEW
FRA-10240,Odisha,Keonjhar,Village-144,CFR,CLM-501620,21.354821,73.762238,2.71,2022-10-03,2023-09-04,,PENDING
FRA-10241,Maharashtra,Yavatmal,Village-401,IFR,CLM-608223,22.493595,78.996055,0.65,2026-02-04,2026-06-30,,UNDER_REVIEW
FRA-10242,Jharkhand,Simdega,Village-242,IFR,CLM-655149,22.949768,73.73239,2.14,2023-07-30,2024-06-04,,PENDING
FRA-10243,Maharashtra,Nandurbar,Village-295,IFR,CLM-987624,22.848348,84.847531,6.62,2022-12-27,2023-10-01,2023-02-23,APPROVED
FRA-10244,Gujarat,Narmada,Village-289,IFR,CLM-297377,24.132911,80.045081,4.94,2024-01-09,2025-04-25,2024-08-06,APPROVED
FRA-10245,Odisha,Koraput,Village-104,IFR,CLM-945619,17.504784,84.473702,2.14,2022-08-10,2023-06-19,,PENDING
FRA-10246,Rajasthan,Dungarpur,Village-441,CFRR,CLM-482614,22.920565,83.581011,0.66,2023-08-18,2023-09-22,2023-11-28,REJECTED
FRA-10247,Rajasthan,Pratapgarh,Village-333,IFR,CLM-432695,23.042898,85.008276,7.82,2023-08-14,2023-10-27,2024-04-23,APPROVED
FRA-10248,Rajasthan,Sirohi,Village-486,CFR,CLM-836109,18.391439,82.110387,2.8,2021-12-19,2022-07-05,,PENDING
FRA-10249,Madhya Pradesh,Dindori,Village-122,IFR,CLM-463656,18.484504,82.316792,4.74,2022-06-23,2023-05-21,,UNDER_REVIEW
FRA-10250,Rajasthan,Udaipur,Village-56,CFR,CLM-855408,17.974563,76.208224,0.59,2023-10-07,2024-05-27,2024-10-25,APPROVED
FRA-10251,Chhattisgarh,Surguja,Village-404,CFR,CLM-706135,20.127433,83.360087,8.47,2024-08-22,2025-05-06,,UNDER_REVIEW
FRA-10252,Chhattisgarh,Bastar,Village-83,CFR,CLM-867541,19.892657,84.099141,2.46,2020-03-23,2020-09-07,,PENDING
FRA-10253,Madhya Pradesh,Balaghat,Village-28,IFR,CLM-206176,21.751223,78.427505,0.73,2025-05-31,2026-05-31,2025-09-22,APPROVED
FRA-10254,Maharashtra,Amravati,Village-431,IFR,CLM-614796,17.847448,80.147123,5.45,2026-01-21,2026-06-10,2026-04-10,APPROVED
FRA-10255,Odisha,Mayurbhanj,Village-433,IFR,CLM-221119,19.54268,74.024201,1.23,2025-05-21,2025-09-05,2026-05-12,APPROVED
FRA-10256,Chhattisgarh,Surguja,Village-135,CFR,CLM-561101,20.085812,78.572191,1.89,2026-02-06,2026-06-30,,PENDING
FRA-10257,Maharashtra,Nashik,Village-117,IFR,CLM-680493,20.397907,82.455711,5.51,2021-01-31,2021-03-20,,PENDING
FRA-10258,Gujarat,Bharuch,Village-18,IFR,CLM-626491,20.263631,83.674248,7.11,2025-04-28,2026-02-20,2025-07-07,APPROVED
FRA-10259,Gujarat,Tapi,Village-104,IFR,CLM-962520,18.04858,81.539068,1.95,2022-05-17,2023-07-09,,UNDER_REVIEW
FRA-10260,Odisha,Kandhamal,Village-235,CFRR,CLM-112964,19.782888,76.45251,3.41,2020-10-01,2020-11-19,,UNDER_REVIEW
FRA-10261,Chhattisgarh,Dantewada,Village-450,IFR,CLM-530849,23.572327,84.001697,1.29,2021-02-14,2022-06-07,2021-08-09,APPROVED
FRA-10262,Rajasthan,Pratapgarh,Village-456,IFR,CLM-447596,22.355629,73.484782,7.43,2021-12-06,2022-05-01,2022-12-19,APPROVED
FRA-10263,Rajasthan,Pratapgarh,Village-351,CFRR,CLM-202988,23.399926,83.727935,6.63,2020-03-23,2020-09-16,2020-09-12,REJECTED
FRA-10264,Odisha,Keonjhar,Village-249,CFR,CLM-896386,23.89403,78.08963,5.34,2024-09-03,2025-07-14,2025-01-19,APPROVED
FRA-10265,Jharkhand,Gumla,Village-427,IFR,CLM-310477,17.702637,75.409543,6.35,2024-07-10,2024-09-22,2025-05-27,APPROVED
FRA-10266,Madhya Pradesh,Betul,Village-16,IFR,CLM-353690,21.947869,74.548411,3.26,2022-03-26,2022-08-18,2022-11-14,APPROVED
FRA-10267,Jharkhand,West Singhbhum,Village-146,IFR,CLM-128783,22.742728,81.610632,3.08,2026-03-08,2026-06-30,2026-06-30,REJECTED
FRA-10268,Maharashtra,Yavatmal,Village-443,CFR,CLM-918207,22.061111,79.416015,2.19,2022-06-25,2023-05-27,,PENDING
FRA-10269,Maharashtra,Nandurbar,Village-217,IFR,CLM-494763,24.269171,81.034254,6.54,2022-10-30,2023-09-11,,PENDING
FRA-10270,Odisha,Koraput,Village-288,IFR,CLM-778787,24.265398,83.49223,1.27,2021-02-13,2025-04-14,2025-06-18,PENDING
FRA-10271,Rajasthan,Udaipur,Village-153,IFR,CLM-297509,22.477656,84.154672,2.94,2023-02-06,2024-01-04,2024-02-06,APPROVED
FRA-10272,Gujarat,Narmada,Village-133,CFR,CLM-538897,22.087804,85.468364,2.9,2024-07-13,2025-06-21,2024-08-25,REJECTED
FRA-10273,Rajasthan,Udaipur,Village-465,IFR,CLM-804505,21.242446,82.811213,5.95,2022-02-16,2022-08-15,,UNDER_REVIEW
FRA-10274,Odisha,Koraput,Village-468,CFR,CLM-291961,22.576306,79.987896,1.23,2022-01-11,2022-06-15,2022-06-22,REJECTED
FRA-10275,Madhya Pradesh,Dindori,Village-61,IFR,CLM-593393,21.598995,78.797008,6.41,2023-06-11,2024-01-17,2023-11-21,APPROVED
FRA-10276,Jharkhand,Latehar,Village-446,CFRR,CLM-995735,21.20887,78.163841,1.4,2022-03-07,2022-11-23,,APPROVED
FRA-10277,Maharashtra,Nashik,Village-91,IFR,CLM-428638,20.913066,80.88791,2.87,2025-02-17,,2025-04-29,APPROVED
FRA-10278,Chhattisgarh,Kanker,Village-220,IFR,CLM-522988,18.405842,78.421393,1.69,2026-06-18,2026-06-30,2026-06-30,APPROVED
FRA-10279,Chhattisgarh,Bastar,Village-347,IFR,CLM-104324,23.332601,75.382209,0.61,2024-03-08,2025-07-12,,PENDING
FRA-10280,Rajasthan,Banswara,Village-234,IFR,CLM-863187,17.820028,84.855792,2.8,2021-06-17,2026-06-25,,PENDING
FRA-10281,Rajasthan,Dungarpur,Village-117,IFR,CLM-335217,23.927438,78.042396,1.91,2024-01-11,2025-02-03,,UNDER_REVIEW
FRA-10282,Rajasthan,Udaipur,Village-274,IFR,CLM-753404,23.635809,76.197365,5.38,2024-02-10,2025-02-13,,PENDING
FRA-10283,Madhya Pradesh,Mandla,Village-106,IFR,CLM-828961,19.269168,81.773353,3.83,2021-04-19,2021-11-23,,PENDING
FRA-10284,Chhattisgarh,Bastar,Village-59,IFR,CLM-922880,22.531364,74.471682,6.73,2021-07-15,2022-02-19,,PENDING
FRA-10285,Maharashtra,Yavatmal,Village-467,IFR,CLM-317782,18.622615,79.851735,3.18,2025-11-12,2026-02-28,,PENDING
FRA-10286,Maharashtra,Gadchiroli,Village-39,IFR,CLM-858711,24.146122,82.744078,9.02,2021-03-28,2022-06-03,,PENDING
FRA-10287,Rajasthan,Dungarpur,Village-185,IFR,CLM-940534,23.618983,83.653109,0.88,2022-12-17,2023-08-16,,UNDER_REVIEW
FRA-10288,Rajasthan,Udaipur,Village-490,IFR,CLM-752011,19.800626,84.181595,6.89,2020-07-06,2020-07-15,2020-10-31,APPROVED
FRA-10289,Odisha,Kandhamal,Village-409,IFR,CLM-274880,23.099294,81.110581,6.77,2025-02-12,2025-07-06,2025-11-13,APPROVED
FRA-10290,Rajasthan,Udaipur,Village-195,CFRR,CLM-917012,22.248752,75.265757,7.33,2021-02-28,2021-10-04,2022-01-15,REJECTED
FRA-10291,Madhya Pradesh,Dindori,Village-269,IFR,CLM-904812,17.586521,83.854153,0.84,2024-08-11,2025-03-29,2025-02-17,APPROVED
FRA-10292,Gujarat,Valsad,Village-77,IFR,CLM-979789,22.145975,81.017556,5.46,2021-01-25,2021-09-08,2021-08-20,APPROVED
FRA-10293,Rajasthan,Dungarpur,Village-26,IFR,CLM-631553,19.186243,85.126813,1.74,2025-07-23,2026-06-30,2026-02-02,APPROVED
FRA-10294,Rajasthan,Pratapgarh,Village-61,IFR,CLM-621533,23.496125,78.588351,6.51,2025-02-23,2025-10-13,,PENDING
FRA-10295,Chhattisgarh,Surguja,Village-336,IFR,CLM-804091,23.730776,80.029157,5.03,2021-01-07,2022-02-21,2021-07-11,APPROVED
FRA-10296,Odisha,Mayurbhanj,Village-59,CFR,CLM-202170,22.10017,81.948919,6.26,2023-09-21,2024-07-08,2024-10-21,REJECTED
FRA-10297,Odisha,Kandhamal,Village-72,CFR,CLM-961760,17.820447,75.051942,4.41,2023-04-10,2024-01-20,,UNDER_REVIEW
FRA-10298,Odisha,Sundargarh,Village-213,IFR,CLM-148759,22.517515,74.347072,3.93,2024-05-28,2024-09-20,,PENDING
FRA-10299,Chhattisgarh,Korba,Village-248,CFRR,CLM-633025,24.047158,83.485201,4.48,2025-08-05,2025-08-12,,PENDING
FRA-10300,Maharashtra,Nandurbar,Village-141,IFR,CLM-517196,23.911372,82.529683,7.11,2023-08-11,2024-04-30,2024-07-17,APPROVED
FRA-10301,Chhattisgarh,Dantewada,Village-324,IFR,CLM-327900,22.48312,84.693901,6.82,2025-09-29,2026-03-06,2026-04-07,APPROVED
FRA-10302,Jharkhand,Simdega,Village-166,IFR,CLM-844858,21.027254,81.6789,5.38,2021-12-15,2022-06-30,,PENDING
FRA-10303,Jharkhand,West Singhbhum,Village-414,IFR,CLM-113390,19.501496,83.591264,6.11,2024-09-05,2025-08-21,,UNDER_REVIEW
FRA-10304,Chhattisgarh,Dantewada,Village-32,IFR,CLM-824141,22.283732,74.830355,6.39,2022-12-29,2024-01-22,,PENDING
FRA-10305,Gujarat,Bharuch,Village-122,IFR,CLM-635740,22.696889,80.015882,7.01,2021-02-23,2022-01-09,2021-07-17,REJECTED
FRA-10306,Madhya Pradesh,Betul,Village-400,IFR,CLM-564586,19.259388,80.757021,4.64,2023-07-04,2024-11-14,,UNDER_REVIEW
FRA-10307,Rajasthan,Banswara,Village-96,CFR,CLM-282237,18.741981,81.533236,5.94,2022-03-15,2023-04-21,2022-11-29,APPROVED
FRA-10308,Madhya Pradesh,Betul,Village-21,IFR,CLM-261169,20.764319,84.718681,6.85,2021-10-21,2022-08-21,,PENDING
FRA-10309,Madhya Pradesh,Chhindwara,Village-267,CFR,CLM-171488,21.177765,84.962346,3.19,2026-06-03,2026-06-30,2026-06-30,APPROVED
FRA-10310,Jharkhand,Latehar,Village-244,IFR,CLM-688602,24.152158,80.728508,2.99,2022-05-23,2023-05-02,2022-10-11,APPROVED
FRA-10311,Rajasthan,Banswara,Village-59,IFR,CLM-504620,20.169608,82.952582,0.8,2022-09-25,2024-02-02,,UNDER_REVIEW
FRA-10312,Rajasthan,Banswara,Village-165,IFR,CLM-638857,19.575038,81.144102,6.52,2024-03-15,2024-12-08,2024-05-06,APPROVED
FRA-10313,Maharashtra,Yavatmal,Village-276,IFR,CLM-969005,20.469466,74.299085,5.22,2022-05-13,2023-04-26,2023-05-28,APPROVED
FRA-10314,Gujarat,Dangs,Village-286,CFR,CLM-173863,17.879876,82.927685,2.99,2025-02-23,2026-03-02,,PENDING
FRA-10315,Chhattisgarh,Surguja,Village-388,IFR,CLM-882186,21.989959,80.729367,3.42,2023-07-19,2023-08-01,2023-08-21,APPROVED
FRA-10316,Odisha,Sundargarh,Village-16,IFR,CLM-597012,20.169895,83.27653,1.15,2023-05-19,2024-03-29,2024-01-28,REJECTED
FRA-10317,Maharashtra,Nandurbar,Village-444,CFR,CLM-864752,23.708847,85.067067,7.7,2026-02-13,2026-06-30,2026-06-30,REJECTED
FRA-10318,Jharkhand,Latehar,Village-380,IFR,CLM-861200,18.095888,75.625661,3.46,2026-06-03,2026-06-30,,PENDING
FRA-10319,Chhattisgarh,Korba,Village-385,IFR,CLM-675512,21.471049,73.679854,1.36,2022-11-01,2023-02-13,,PENDING
FRA-10320,Jharkhand,Ranchi,Village-336,IFR,CLM-345925,19.815957,74.602689,5.94,2021-02-06,2021-05-23,,PENDING
FRA-10321,Jharkhand,Ranchi,Village-414,CFRR,CLM-431699,18.566765,80.085774,5.12,2025-01-19,2025-07-11,2025-12-14,APPROVED
FRA-10322,Madhya Pradesh,Balaghat,Village-237,IFR,CLM-566991,22.63081,83.973573,6.8,2024-11-21,2025-04-16,,PENDING
FRA-10323,Chhattisgarh,Korba,Village-321,IFR,CLM-180176,18.875024,82.169308,2.6,2020-12-01,2022-02-09,2021-10-02,APPROVED
FRA-10324,Gujarat,Bharuch,Village-277,IFR,CLM-595036,21.361158,79.793367,6.27,2026-06-29,2026-06-30,2026-06-30,REJECTED
FRA-10325,Chhattisgarh,Dantewada,Village-123,CFR,CLM-989173,20.047059,73.132396,3.99,2023-04-06,2023-06-18,2023-11-25,APPROVED
FRA-10326,Maharashtra,Amravati,Village-390,IFR,CLM-611329,24.074227,73.505248,7.04,2026-05-06,2026-06-30,2026-06-30,APPROVED
FRA-10327,Odisha,Kandhamal,Village-333,IFR,CLM-439813,23.670864,73.498809,6.44,2025-10-22,2026-06-30,2026-06-30,APPROVED
FRA-10328,Rajasthan,Banswara,Village-428,CFR,CLM-181618,20.057077,81.166707,1.8,2026-02-07,2026-06-30,,PENDING
FRA-10329,Maharashtra,Yavatmal,Village-85,IFR,CLM-341162,21.012859,74.737104,6.44,2023-11-14,2024-07-25,2023-12-17,REJECTED
FRA-10330,Rajasthan,Banswara,Village-369,IFR,CLM-218844,19.112424,83.139658,5.88,2024-01-23,2024-12-01,,PENDING
FRA-10331,Chhattisgarh,Surguja,Village-263,IFR,CLM-141094,21.646434,74.684051,2.33,2024-08-10,2024-08-26,,PENDING
FRA-10332,Maharashtra,Nashik,Village-485,CFRR,CLM-189913,22.59582,83.266291,7.53,2024-07-18,2025-05-25,2025-08-20,APPROVED
FRA-10333,Jharkhand,West Singhbhum,Village-262,CFR,CLM-377370,22.872431,80.790147,1.57,2024-08-09,2025-06-17,,PENDING
FRA-10334,Odisha,Keonjhar,Village-351,IFR,CLM-540186,21.158979,84.36674,1.49,2024-03-29,2024-10-17,,PENDING
FRA-10335,Madhya Pradesh,Dindori,Village-462,IFR,CLM-732789,18.15233,81.242408,6.38,2020-06-08,2021-09-05,2020-09-06,APPROVED
FRA-10336,Rajasthan,Pratapgarh,Village-302,IFR,CLM-943706,23.026889,77.765456,4.47,2020-06-26,2021-06-23,2021-03-29,APPROVED
FRA-10337,Maharashtra,Nashik,Village-381,IFR,CLM-927769,19.304635,73.068368,4.99,2020-12-09,2021-05-08,,PENDING
FRA-10338,Jharkhand,Ranchi,Village-130,IFR,CLM-373995,18.58345,81.144699,7.07,2022-04-21,2023-04-13,2022-07-14,APPROVED
FRA-10339,Odisha,Sundargarh,Village-130,IFR,CLM-421549,20.091491,79.936392,4.64,2022-04-14,2022-11-16,2022-08-13,APPROVED
FRA-10340,Rajasthan,Dungarpur,Village-174,CFR,CLM-939756,19.001207,78.007011,6.37,2022-07-30,2023-03-20,2022-10-19,APPROVED
FRA-10341,Chhattisgarh,Bastar,Village-20,CFR,CLM-859687,19.052392,74.000497,5.0,2025-04-15,2026-06-30,2025-09-26,REJECTED
FRA-10342,Jharkhand,Latehar,Village-436,IFR,CLM-788793,20.960579,73.13388,6.3,2020-08-23,2021-12-25,,UNDER_REVIEW
FRA-10343,Madhya Pradesh,Chhindwara,Village-142,IFR,CLM-917546,24.329521,74.085535,0.77,2021-11-25,2022-11-10,2021-12-25,APPROVED
FRA-10344,Rajasthan,Pratapgarh,Village-287,IFR,CLM-711248,21.347149,82.076734,5.78,2020-03-03,2021-03-20,,PENDING
FRA-10345,Gujarat,Valsad,Village-287,IFR,CLM-175902,18.725244,79.327976,3.53,2025-02-05,2026-06-01,,UNDER_REVIEW
FRA-10346,Madhya Pradesh,Chhindwara,Village-174,CFRR,CLM-913274,20.885409,76.040916,5.71,2026-06-12,2026-06-30,2026-06-30,REJECTED
FRA-10347,Chhattisgarh,Korba,Village-162,CFR,CLM-532459,22.238391,75.874127,3.37,2022-11-22,2022-12-31,2023-04-13,APPROVED
FRA-10348,Jharkhand,Ranchi,Village-92,CFR,CLM-599704,19.89395,79.931894,3.49,2023-03-22,2023-05-13,,PENDING
FRA-10349,Maharashtra,Yavatmal,Village-118,IFR,CLM-312616,19.194396,76.317567,6.03,2022-02-17,2022-11-04,,UNDER_REVIEW
FRA-10350,Odisha,Koraput,Village-491,CFR,CLM-144316,17.546366,83.713617,7.67,2020-11-17,2021-11-03,,PENDING
FRA-10351,Jharkhand,Simdega,Village-204,IFR,CLM-332881,22.849836,79.38917,2.56,2026-06-11,2026-06-30,,UNDER_REVIEW
FRA-10352,Jharkhand,West Singhbhum,Village-266,IFR,CLM-582418,20.700372,74.504602,3.45,2025-08-20,2026-02-18,2025-12-17,APPROVED
FRA-10353,Madhya Pradesh,Dindori,Village-491,IFR,CLM-742865,19.339943,76.367603,6.96,2024-01-21,2024-12-04,,PENDING
FRA-10354,Maharashtra,Amravati,Village-352,IFR,CLM-339669,21.499868,85.240906,6.91,2024-03-04,2024-09-11,2024-07-04,APPROVED
FRA-10355,Gujarat,Narmada,Village-256,IFR,CLM-241003,23.139679,75.207591,6.5,2022-03-14,,2022-12-11,REJECTED
FRA-10356,Odisha,Kandhamal,Village-231,IFR,CLM-880762,20.835776,80.873278,5.68,2024-06-19,2024-08-13,2024-11-26,APPROVED
FRA-10357,Odisha,Kandhamal,Village-102,IFR,CLM-704875,23.57158,85.038957,0.65,2022-11-21,2023-05-21,,UNDER_REVIEW
FRA-10358,Odisha,Kandhamal,Village-86,IFR,CLM-771697,21.921985,74.810604,8.44,2025-01-04,2026-04-09,2025-09-28,APPROVED
FRA-10359,Rajasthan,Sirohi,Village-310,IFR,CLM-775958,22.071092,81.880419,1.71,2020-10-19,2020-12-03,2021-04-29,REJECTED
FRA-10360,Chhattisgarh,Kanker,Village-482,CFR,CLM-880009,22.594407,81.275282,1.75,2025-01-18,2025-08-22,2025-04-22,APPROVED
FRA-10361,Maharashtra,Amravati,Village-54,IFR,CLM-375201,21.16788,85.450172,0.9,2025-04-22,2026-02-01,,PENDING
FRA-10362,Rajasthan,Pratapgarh,Village-340,IFR,CLM-474175,23.369624,73.357141,5.2,2023-03-09,2023-10-26,,PENDING
FRA-10363,Chhattisgarh,Korba,Village-450,CFRR,CLM-691380,20.695804,82.361395,5.73,2021-07-07,2022-11-09,2022-06-07,APPROVED
FRA-10364,Rajasthan,Sirohi,Village-6,IFR,CLM-100096,20.385427,74.946469,6.54,2026-01-19,2026-05-20,2026-06-30,APPROVED
FRA-10365,Odisha,Keonjhar,Village-408,IFR,CLM-107568,23.085753,80.462547,6.17,2025-07-07,2026-06-30,2026-03-14,APPROVED
FRA-10366,Chhattisgarh,Korba,Village-392,IFR,CLM-938817,20.455676,75.994523,3.34,2024-05-15,2025-07-18,,PENDING
FRA-10367,Rajasthan,Sirohi,Village-319,CFR,CLM-615895,21.824106,76.401677,1.52,2020-10-07,2021-01-13,2021-06-27,APPROVED
FRA-10368,Madhya Pradesh,Dindori,Village-78,IFR,CLM-115440,22.589749,75.910131,2.62,2022-01-31,2022-03-29,2022-10-12,APPROVED
FRA-10369,Odisha,Keonjhar,Village-29,IFR,CLM-379449,23.404824,84.895551,5.73,2024-03-01,2024-10-29,2024-05-11,REJECTED
FRA-10370,Jharkhand,West Singhbhum,Village-227,IFR,CLM-359168,19.242737,82.640317,3.36,2022-10-21,2023-12-18,2023-11-20,REJECTED
FRA-10371,Chhattisgarh,Bastar,Village-22,IFR,CLM-880900,19.761442,80.864553,5.61,2021-04-27,2025-11-10,,PENDING
