land_record_id,claim_id,recorded_area,land_status,survey_reference
LR-10442,FRA-10442,1.87,COMMUNITY,SUR-63849
LR-10443,FRA-10443,5.31,COMMUNITY,SUR-70940
LR-10444,FRA-10444,5.23,COMMUNITY,SUR-90352
LR-10445,FRA-10445,7.2,COMMUNITY,SUR-31955
LR-10446,FRA-10446,0.93,FOREST,SUR-47593
LR-10447,FRA-10447,1.4,REVENUE,SUR-87564
LR-10448,FRA-10448,5.96,REVENUE,SUR-88059
LR-10449,FRA-10449,3.37,FOREST,SUR-94182
LR-10450,FRA-10450,4.24,COMMUNITY,SUR-29025
LR-10451,FRA-10451,5.84,COMMUNITY,SUR-66595
LR-10452,FRA-10452,5.19,REVENUE,SUR-78151
LR-10453,FRA-10453,0.97,COMMUNITY,SUR-43016
LR-10454,FRA-10454,4.59,UNCLASSIFIED,SUR-96034
LR-10455,FRA-10455,1.78,UNCLASSIFIED,SUR-97500
LR-10456,FRA-10456,0.93,FOREST,SUR-74450
LR-10457,FRA-10457,4.39,FOREST,SUR-14569
LR-10458,FRA-10458,6.66,COMMUNITY,SUR-29871
LR-10459,FRA-10459,7.35,FOREST,SUR-80795
LR-10460,FRA-10460,4.94,FOREST,SUR-57887
LR-10461,FRA-10461,1.99,COMMUNITY,SUR-73766
LR-10462,FRA-10462,5.83,COMMUNITY,SUR-75494
LR-10463,FRA-10463,3.05,UNCLASSIFIED,SUR-98877
LR-10464,FRA-10464,5.86,REVENUE,SUR-11882
LR-10465,FRA-10465,5.21,REVENUE,SUR-18271
LR-10466,FRA-10466,1.41,FOREST,SUR-87736
LR-10467,FRA-10467,5.62,FOREST,SUR-92863
LR-10468,FRA-10468,0.51,UNCLASSIFIED,SUR-72391
LR-10469,FRA-10469,3.74,FOREST,SUR-92207
LR-10470,FRA-10470,1.35,REVENUE,SUR-70845
LR-10471,FRA-10471,7.08,FOREST,SUR-94523
LR-10472,FRA-10472,1.16,FOREST,SUR-19287
LR-10473,FRA-10473,5.29,REVENUE,SUR-59221
LR-10474,FRA-10474,2.1,COMMUNITY,SUR-45349
LR-10475,FRA-10475,1.56,REVENUE,SUR-93623
LR-10476,FRA-10476,3.51,UNCLASSIFIED,SUR-42329
LR-10477,FRA-10477,4.32,FOREST,SUR-65797
LR-10478,FRA-10478,3.84,COMMUNITY,SUR-48769
LR-10479,FRA-10479,3.88,UNCLASSIFIED,SUR-34241
LR-10480,FRA-10480,4.98,COMMUNITY,SUR-90281
LR-10481,FRA-10481,7.18,FOREST,SUR-60194
LR-10482,FRA-10482,4.27,FOREST,SUR-95070
LR-10483,FRA-10483,2.96,UNCLASSIFIED,SUR-73730
LR-10484,FRA-10484,6.92,FOREST,SUR-34687
LR-10485,FRA-10485,7.03,FOREST,SUR-48426
LR-10486,FRA-10486,5.45,COMMUNITY,SUR-63961
LR-10487,FRA-10487,5.38,COMMUNITY,SUR-32509
LR-10488,FRA-10488,6.31,COMMUNITY,SUR-33891
LR-10489,FRA-10489,1.36,COMMUNITY,SUR-55068
LR-10490,FRA-10490,1.27,COMMUNITY,SUR-30454
LR-10491,FRA-10491,7.55,COMMUNITY,SUR-24721
LR-10492,FRA-10492,2.7,FOREST,SUR-89711
LR-10493,FRA-10493,0.66,UNCLASSIFIED,SUR-35486
LR-10494,FRA-10494,5.28,COMMUNITY,SUR-55209
LR-10495,FRA-10495,5.76,UNCLASSIFIED,SUR-64289
LR-10496,FRA-10496,0.58,UNCLASSIFIED,SUR-21593
LR-10497,FRA-10497,3.91,COMMUNITY,SUR-82596
LR-10498,FRA-10498,4.55,UNCLASSIFIED,SUR-26276
LR-10499,FRA-10499,1.32,UNCLASSIFIED,SUR-43804
LR-10500,FRA-10500,5.42,REVENUE,SUR-56843
LR-10501,FRA-10501,2.62,FOREST,SUR-88480
LR-10502,FRA-10502,5.66,REVENUE,SUR-77917
LR-10503,FRA-10503,2.08,FOREST,SUR-64702
LR-10504,FRA-10504,3.12,COMMUNITY,SUR-32571
LR-10505,FRA-10505,6.38,FOREST,SUR-20188
LR-10506,FRA-10506,1.93,FOREST,SUR-49537
LR-10507,FRA-10507,6.74,COMMUNITY,SUR-56163
LR-10508,FRA-10508,1.03,REVENUE,SUR-80402
LR-10509,FRA-10509,5.33,UNCLASSIFIED,SUR-65586
LR-10510,FRA-10510,3.9,FOREST,SUR-20780
LR-10511,FRA-10511,7.56,FOREST,SUR-72347
LR-10512,FRA-10512,1.25,UNCLASSIFIED,SUR-87405
LR-10513,FRA-10513,5.2,COMMUNITY,SUR-86273
LR-10514,FRA-10514,4.03,UNCLASSIFIED,SUR-24160
LR-10515,FRA-10515,1.13,UNCLASSIFIED,SUR-89244
LR-10516,FRA-10516,1.08,UNCLASSIFIED,SUR-76164
LR-10517,FRA-10517,6.91,UNCLASSIFIED,SUR-68006
LR-10518,FRA-10518,5.65,UNCLASSIFIED,SUR-96517
LR-10519,FRA-10519,0.86,COMMUNITY,SUR-52006
LR-10520,FRA-10520,6.49,UNCLASSIFIED,SUR-55238
LR-10521,FRA-10521,5.3,FOREST,SUR-80571
LR-10522,FRA-10522,6.82,UNCLASSIFIED,SUR-52260
LR-10523,FRA-10523,4.32,UNCLASSIFIED,SUR-36444
LR-10524,FRA-10524,0.9,FOREST,SUR-87576
LR-10525,FRA-10525,2.11,COMMUNITY,SUR-36224
LR-10526,FRA-10526,7.07,UNCLASSIFIED,SUR-45118
LR-10527,FRA-10527,4.72,COMMUNITY,SUR-67067
LR-10528,FRA-10528,3.67,UNCLASSIFIED,SUR-41258
LR-10529,FRA-10529,4.34,COMMUNITY,SUR-27882
LR-10530,FRA-10530,4.83,COMMUNITY,SUR-88852
LR-10531,FRA-10531,4.96,FOREST,SUR-78414
LR-10532,FRA-10532,6.67,UNCLASSIFIED,SUR-40924
LR-10533,FRA-10533,3.66,COMMUNITY,SUR-81531
LR-10534,FRA-10534,3.88,FOREST,SUR-96798
LR-10535,FRA-10535,4.4,REVENUE,SUR-67986
LR-10536,FRA-10536,1.21,COMMUNITY,SUR-94466
LR-10537,FRA-10537,6.27,FOREST,SUR-31016
LR-10538,FRA-10538,2.96,REVENUE,SUR-10403
LR-10539,FRA-10539,1.64,COMMUNITY,SUR-69177
LR-10540,FRA-10540,2.38,REVENUE,SUR-12717
LR-10541,FRA-10541,2.0,REVENUE,SUR-21673
LR-10542,FRA-10542,2.86,REVENUE,SUR-34975
LR-10543,FRA-10543,6.85,REVENUE,SUR-13771
LR-10544,FRA-10544,4.86,UNCLASSIFIED,SUR-37815
LR-10545,FRA-10545,1.1,FOREST,SUR-10702
LR-10546,FRA-10546,3.43,UNCLASSIFIED,SUR-54456
LR-10547,FRA-10547,2.32,COMMUNITY,SUR-66372
LR-10548,FRA-10548,2.95,UNCLASSIFIED,SUR-16975
LR-10549,FRA-10549,1.68,UNCLASSIFIED,SUR-56729
LR-10550,FRA-10550,2.9,COMMUNITY,SUR-83825
LR-10551,FRA-10551,5.79,FOREST,SUR-53077
LR-10552,FRA-10552,5.14,UNCLASSIFIED,SUR-69513
LR-10553,FRA-10553,5.0,REVENUE,SUR-37704
LR-10554,FRA-10554,1.07,UNCLASSIFIED,SUR-21690
LR-10555,FRA-10555,6.13,COMMUNITY,SUR-99779
LR-10556,FRA-10556,1.93,FOREST,SUR-65382
LR-10557,FRA-10557,0.76,UNCLASSIFIED,SUR-79111
LR-10558,FRA-10558,6.15,UNCLASSIFIED,SUR-48729
LR-10559,FRA-10559,4.17,COMMUNITY,SUR-43405
LR-10560,FRA-10560,6.57,COMMUNITY,SUR-86966
LR-10561,FRA-10561,7.99,FOREST,SUR-66858
LR-10562,FRA-10562,4.1,UNCLASSIFIED,SUR-49688
LR-10563,FRA-10563,2.54,FOREST,SUR-37424
LR-10564,FRA-10564,1.17,UNCLASSIFIED,SUR-73576
LR-10565,FRA-10565,4.89,UNCLASSIFIED,SUR-64484
LR-10566,FRA-10566,0.75,UNCLASSIFIED,SUR-40396
LR-10567,FRA-10567,1.01,COMMUNITY,SUR-68762
LR-10568,FRA-10568,2.88,UNCLASSIFIED,SUR-27191
LR-10569,FRA-10569,4.22,UNCLASSIFIED,SUR-26920
LR-10570,FRA-10570,7.52,COMMUNITY,SUR-98726
LR-10571,FRA-10571,0.95,COMMUNITY,SUR-56562
LR-10572,FRA-10572,5.55,UNCLASSIFIED,SUR-24539
LR-10573,FRA-10573,4.61,REVENUE,SUR-48289
LR-10574,FRA-10574,5.08,FOREST,SUR-42154
LR-10575,FRA-10575,3.33,UNCLASSIFIED,SUR-39908
LR-10576,FRA-10576,7.02,FOREST,SUR-21112
LR-10577,FRA-10577,3.12,COMMUNITY,SUR-64959
LR-10578,FRA-10578,3.15,REVENUE,SUR-81358
LR-10579,FRA-10579,1.87,REVENUE,SUR-78219
LR-10580,FRA-10580,3.05,REVENUE,SUR-49838
LR-10581,FRA-10581,3.28,UNCLASSIFIED,SUR-49054
LR-10582,FRA-10582,7.17,COMMUNITY,SUR-97414
LR-10583,FRA-10583,2.24,REVENUE,SUR-65796
LR-10584,FRA-10584,1.92,UNCLASSIFIED,SUR-44562
LR-10585,FRA-10585,7.98,REVENUE,SUR-77264
LR-10586,FRA-10586,6.35,UNCLASSIFIED,SUR-24461
LR-10587,FRA-10587,3.45,REVENUE,SUR-87283
LR-10588,FRA-10588,1.89,UNCLASSIFIED,SUR-73068
LR-10589,FRA-10589,6.93,UNCLASSIFIED,SUR-97453
LR-10590,FRA-10590,2.16,COMMUNITY,SUR-94661
LR-10591,FRA-10591,5.32,FOREST,SUR-84743
LR-10592,FRA-10592,5.33,UNCLASSIFIED,SUR-21094
LR-10593,FRA-10593,6.29,UNCLASSIFIED,SUR-43708
LR-10594,FRA-10594,1.9,COMMUNITY,SUR-33784
LR-10595,FRA-10595,6.76,REVENUE,SUR-88250
LR-10596,FRA-10596,1.24,REVENUE,SUR-12440
LR-10597,FRA-10597,1.26,REVENUE,SUR-28660
LR-10598,FRA-10598,3.82,COMMUNITY,SUR-95597
LR-10599,FRA-10599,2.38,COMMUNITY,SUR-15961
LR-10600,FRA-10600,1.31,COMMUNITY,SUR-99404
LR-10601,FRA-10601,5.19,REVENUE,SUR-94730
LR-10602,FRA-10602,4.69,FOREST,SUR-80601
LR-10603,FRA-10603,4.8,UNCLASSIFIED,SUR-11227
LR-10604,FRA-10604,1.16,FOREST,SUR-46799
LR-10605,FRA-10605,6.92,REVENUE,SUR-18566
LR-10606,FRA-10606,2.16,COMMUNITY,SUR-99218
LR-10607,FRA-10607,7.28,COMMUNITY,SUR-77797
LR-10608,FRA-10608,3.53,FOREST,SUR-39573
LR-10609,FRA-10609,2.7,FOREST,SUR-87664
LR-10610,FRA-10610,7.88,UNCLASSIFIED,SUR-22539
LR-10611,FRA-10611,0.71,UNCLASSIFIED,SUR-17181
LR-10612,FRA-10612,0.91,FOREST,SUR-69429
LR-10613,FRA-10613,5.39,FOREST,SUR-11610
LR-10614,FRA-10614,4.95,REVENUE,SUR-15776
LR-10615,FRA-10615,4.79,COMMUNITY,SUR-11059
LR-10616,FRA-10616,6.53,REVENUE,SUR-18965
LR-10617,FRA-10617,5.85,REVENUE,SUR-23742
LR-10618,FRA-10618,2.22,COMMUNITY,SUR-59271
LR-10619,FRA-10619,0.95,COMMUNITY,SUR-15754
LR-10620,FRA-10620,1.86,COMMUNITY,SUR-23263
LR-10621,FRA-10621,7.11,UNCLASSIFIED,SUR-18569
LR-10622,FRA-10622,4.51,FOREST,SUR-90744
LR-10623,FRA-10623,2.34,UNCLASSIFIED,SUR-37425
LR-10624,FRA-10624,4.36,REVENUE,SUR-52182
LR-10625,FRA-10625,2.41,UNCLASSIFIED,SUR-40721
LR-10626,FRA-10626,7.19,COMMUNITY,SUR-40169
LR-10627,FRA-10627,3.85,REVENUE,SUR-44815
LR-10628,FRA-10628,4.19,COMMUNITY,SUR-15017
LR-10629,FRA-10629,6.18,COMMUNITY,SUR-11118
LR-10630,FRA-10630,3.49,UNCLASSIFIED,SUR-39829
LR-10631,FRA-10631,4.11,UNCLASSIFIED,SUR-37470
LR-10632,FRA-10632,6.67,COMMUNITY,SUR-54541
LR-10633,FRA-10633,2.67,UNCLASSIFIED,SUR-59980
LR-10634,FRA-10634,3.1,REVENUE,SUR-14202
LR-10635,FRA-10635,7.28,FOREST,SUR-58319
LR-10636,FRA-10636,1.54,REVENUE,SUR-36958
LR-10637,FRA-10637,4.55,FOREST,SUR-28702
LR-10638,FRA-10638,2.93,COMMUNITY,SUR-94711
LR-10639,FRA-10639,5.21,UNCLASSIFIED,SUR-70008
LR-10640,FRA-10640,6.6,REVENUE,SUR-74682
LR-10641,FRA-10641,5.93,FOREST,SUR-19593
LR-10642,FRA-10642,0.73,UNCLASSIFIED,SUR-70470
LR-10643,FRA-10643,3.8,REVENUE,SUR-48554
LR-10644,FRA-10644,2.46,REVENUE,SUR-67941
LR-10645,FRA-10645,5.49,REVENUE,SUR-59105
LR-10646,FRA-10646,6.66,REVENUE,SUR-31895
LR-10647,FRA-10647,5.17,FOREST,SUR-56737
LR-10648,FRA-10648,1.96,FOREST,SUR-38647
LR-10649,FRA-10649,4.74,UNCLASSIFIED,SUR-98853
LR-10650,FRA-10650,5.01,REVENUE,SUR-75984
LR-10651,FRA-10651,2.19,COMMUNITY,SUR-36478
LR-10652,FRA-10652,6.51,UNCLASSIFIED,SUR-94940
LR-10653,FRA-10653,2.28,REVENUE,SUR-89700
LR-10654,FRA-10654,6.39,REVENUE,SUR-22027
LR-10655,FRA-10655,4.15,REVENUE,SUR-89410
LR-10656,FRA-10656,6.78,UNCLASSIFIED,SUR-30431
LR-10657,FRA-10657,6.9,UNCLASSIFIED,SUR-50088
LR-10658,FRA-10658,1.47,COMMUNITY,SUR-74415
LR-10659,FRA-10659,4.15,UNCLASSIFIED,SUR-84135
LR-10660,FRA-10660,5.79,REVENUE,SUR-41765
LR-10661,FRA-10661,5.06,REVENUE,SUR-11617
LR-10662,FRA-10662,5.07,UNCLASSIFIED,SUR-43144
LR-10663,FRA-10663,1.77,REVENUE,SUR-45261
LR-10664,FRA-10664,8.08,UNCLASSIFIED,SUR-95789
LR-10665,FRA-10665,4.05,FOREST,SUR-33950
LR-10666,FRA-10666,5.17,UNCLASSIFIED,SUR-26342
LR-10667,FRA-10667,5.08,FOREST,SUR-22693
LR-10668,FRA-10668,6.46,COMMUNITY,SUR-51317
LR-10669,FRA-10669,0.89,UNCLASSIFIED,SUR-28201
LR-10670,FRA-10670,3.9,COMMUNITY,SUR-12179
LR-10671,FRA-10671,3.8,UNCLASSIFIED,SUR-72406
LR-10672,FRA-10672,1.54,UNCLASSIFIED,SUR-21415
LR-10673,FRA-10673,1.37,FOREST,SUR-23824
LR-10674,FRA-10674,2.62,REVENUE,SUR-80063
LR-10675,FRA-10675,5.01,UNCLASSIFIED,SUR-95710
LR-10676,FRA-10676,2.3,FOREST,SUR-85083
LR-10677,FRA-10677,0.46,COMMUNITY,SUR-99037
LR-10678,FRA-10678,3.39,REVENUE,SUR-75514
LR-10679,FRA-10679,2.83,UNCLASSIFIED,SUR-92716
LR-10680,FRA-10680,7.47,FOREST,SUR-33464
LR-10681,FRA-10681,4.38,FOREST,SUR-79185
LR-10682,FRA-10682,1.17,COMMUNITY,SUR-69969
LR-10683,FRA-10683,6.73,FOREST,SUR-98908
LR-10684,FRA-10684,0.88,COMMUNITY,SUR-87777
LR-10685,FRA-10685,2.25,FOREST,SUR-70774
LR-10686,FRA-10686,1.28,UNCLASSIFIED,SUR-45877
LR-10687,FRA-10687,5.45,REVENUE,SUR-63127
LR-10688,FRA-10688,1.01,REVENUE,SUR-96321
LR-10689,FRA-10689,3.65,COMMUNITY,SUR-14588
LR-10690,FRA-10690,3.82,COMMUNITY,SUR-96397
LR-10691,FRA-10691,7.69,FOREST,SUR-41077
LR-10692,FRA-10692,1.48,FOREST,SUR-82069
LR-10693,FRA-10693,1.05,FOREST,SUR-92518
LR-10694,FRA-10694,3.29,UNCLASSIFIED,SUR-59668
LR-10695,FRA-10695,5.41,COMMUNITY,SUR-29179
LR-10696,FRA-10696,7.77,UNCLASSIFIED,SUR-22522
LR-10697,FRA-10697,5.23,UNCLASSIFIED,SUR-72503
LR-10698,FRA-10698,1.39,REVENUE,SUR-98895
LR-10699,FRA-10699,3.78,REVENUE,SUR-50001
LR-10700,FRA-10700,1.08,COMMUNITY,SUR-82634
LR-10701,FRA-10701,5.81,FOREST,SUR-63145
LR-10702,FRA-10702,3.62,FOREST,SUR-89609
LR-10703,FRA-10703,2.0,UNCLASSIFIED,SUR-32345
LR-10704,FRA-10704,5.74,UNCLASSIFIED,SUR-38503
LR-10705,FRA-10705,4.99,COMMUNITY,SUR-24046
LR-10706,FRA-10706,1.23,FOREST,SUR-73886
LR-10707,FRA-10707,3.16,UNCLASSIFIED,SUR-96019
LR-10708,FRA-10708,3.29,UNCLASSIFIED,SUR-53412
LR-10709,FRA-10709,3.6,UNCLASSIFIED,SUR-75779
LR-10710,FRA-10710,1.63,COMMUNITY,SUR-66317
LR-10711,FRA-10711,5.82,FOREST,SUR-44541
LR-10712,FRA-10712,5.83,REVENUE,SUR-40065
LR-10713,FRA-10713,1.44,COMMUNITY,SUR-93009
LR-10714,FRA-10714,5.04,REVENUE,SUR-51922
LR-10715,FRA-10715,2.49,COMMUNITY,SUR-53815
LR-10716,FRA-10716,6.61,COMMUNITY,SUR-41228
LR-10717,FRA-10717,5.17,REVENUE,SUR-35287
LR-10718,FRA-10718,3.1,FOREST,SUR-26755
LR-10719,FRA-10719,6.97,UNCLASSIFIED,SUR-78650
LR-10720,FRA-10720,0.83,UNCLASSIFIED,SUR-74884
LR-10721,FRA-10721,5.87,REVENUE,SUR-10471
LR-10722,FRA-10722,4.31,FOREST,SUR-32427
LR-10723,FRA-10723,7.41,REVENUE,SUR-80070
LR-10724,FRA-10724,1.13,COMMUNITY,SUR-52550
LR-10725,FRA-10725,2.18,FOREST,SUR-60067
LR-10726,FRA-10726,6.19,UNCLASSIFIED,SUR-30400
LR-10727,FRA-10727,3.99,UNCLASSIFIED,SUR-33646
LR-10728,FRA-10728,3.43,UNCLASSIFIED,SUR-23137
LR-10729,FRA-10729,1.2,REVENUE,SUR-42550
LR-10730,FRA-10730,8.09,FOREST,SUR-36518
LR-10731,FRA-10731,2.76,FOREST,SUR-15836
LR-10732,FRA-10732,0.48,REVENUE,SUR-99707
LR-10733,FRA-10733,7.23,FOREST,SUR-89233
LR-10734,FRA-10734,3.82,COMMUNITY,SUR-75437
LR-10735,FRA-10735,0.54,UNCLASSIFIED,SUR-72709
LR-10736,FRA-10736,1.24,UNCLASSIFIED,SUR-64256
LR-10737,FRA-10737,3.55,UNCLASSIFIED,SUR-20959
LR-10738,FRA-10738,1.1,REVENUE,SUR-24438
LR-10739,FRA-10739,4.05,REVENUE,SUR-17322
LR-10740,FRA-10740,6.03,FOREST,SUR-72498
LR-10741,FRA-10741,0.99,REVENUE,SUR-71573
LR-10742,FRA-10742,3.41,FOREST,SUR-89190
LR-10743,FRA-10743,7.37,COMMUNITY,SUR-39794
LR-10744,FRA-10744,1.34,FOREST,SUR-71398
LR-10745,FRA-10745,0.87,COMMUNITY,SUR-13676
LR-10746,FRA-10746,0.6,REVENUE,SUR-45280
LR-10747,FRA-10747,0.79,REVENUE,SUR-51218
LR-10748,FRA-10748,3.59,UNCLASSIFIED,SUR-72515
LR-10749,FRA-10749,6.53,REVENUE,SUR-31108
LR-10750,FRA-10750,6.05,FOREST,SUR-99505
LR-10751,FRA-10751,1.63,FOREST,SUR-75393
LR-10752,FRA-10752,2.48,COMMUNITY,SUR-72031
LR-10753,FRA-10753,3.97,REVENUE,SUR-67780
LR-10754,FRA-10754,5.48,FOREST,SUR-42088
LR-10755,FRA-10755,1.62,COMMUNITY,SUR-71063
LR-10756,FRA-10756,6.22,COMMUNITY,SUR-54882
LR-10757,FRA-10757,3.84,UNCLASSIFIED,SUR-18178
LR-10758,FRA-10758,1.89,REVENUE,SUR-20956
LR-10759,FRA-10759,3.4,UNCLASSIFIED,SUR-54829
LR-10760,FRA-10760,4.08,UNCLASSIFIED,SUR-11301
LR-10761,FRA-10761,1.58,UNCLASSIFIED,SUR-51472
LR-10762,FRA-10762,6.19,REVENUE,SUR-65073
LR-10763,FRA-10763,1.92,FOREST,SUR-49576
LR-10764,FRA-10764,7.69,COMMUNITY,SUR-24860
LR-10765,FRA-10765,3.55,FOREST,SUR-21484
LR-10766,FRA-10766,4.27,FOREST,SUR-97518
LR-10767,FRA-10767,1.4,UNCLASSIFIED,SUR-10996
LR-10768,FRA-10768,6.92,FOREST,SUR-12035
LR-10769,FRA-10769,5.74,UNCLASSIFIED,SUR-35252
LR-10770,FRA-10770,1.46,REVENUE,SUR-23051
LR-10771,FRA-10771,6.45,FOREST,SUR-67333
LR-10772,FRA-10772,7.68,COMMUNITY,SUR-34452
LR-10773,FRA-10773,6.46,FOREST,SUR-93674
LR-10774,FRA-10774,1.47,REVENUE,SUR-61222
LR-10775,FRA-10775,4.83,REVENUE,SUR-33567
LR-10776,FRA-10776,8.2,COMMUNITY,SUR-25937
LR-10777,FRA-10777,1.69,REVENUE,SUR-20937
LR-10778,FRA-10778,2.63,REVENUE,SUR-42780
LR-10779,FRA-10779,3.41,UNCLASSIFIED,SUR-66815
LR-10780,FRA-10780,1.25,FOREST,SUR-68904
LR-10781,FRA-10781,5.19,FOREST,SUR-33580
LR-10782,FRA-10782,2.02,FOREST,SUR-53105
LR-10783,FRA-10783,0.94,FOREST,SUR-85228
LR-10784,FRA-10784,2.02,UNCLASSIFIED,SUR-32431
LR-10785,FRA-10785,0.64,REVENUE,SUR-62797
LR-10786,FRA-10786,4.12,COMMUNITY,SUR-62473
LR-10787,FRA-10787,2.87,COMMUNITY,SUR-90999
LR-10788,FRA-10788,8.18,COMMUNITY,SUR-80458
LR-10789,FRA-10789,6.93,REVENUE,SUR-28056
LR-10790,FRA-10790,5.01,REVENUE,SUR-85744
LR-10791,FRA-10791,1.21,REVENUE,SUR-20225
LR-10792,FRA-10792,6.16,COMMUNITY,SUR-50871
LR-10793,FRA-10793,1.54,UNCLASSIFIED,SUR-34635
LR-10794,FRA-10794,1.23,REVENUE,SUR-44964
LR-10795,FRA-10795,6.8,COMMUNITY,SUR-16967
LR-10796,FRA-10796,6.93,UNCLASSIFIED,SUR-77976
LR-10797,FRA-10797,1.41,REVENUE,SUR-91293
LR-10798,FRA-10798,2.08,FOREST,SUR-22352
LR-10799,FRA-10799,6.83,REVENUE,SUR-11669
LR-10800,FRA-10800,1.08,FOREST,SUR-74003
LR-10801,FRA-10801,5.28,FOREST,SUR-23106
LR-10802,FRA-10802,5.14,UNCLASSIFIED,SUR-24779
LR-10803,FRA-10803,2.26,UNCLASSIFIED,SUR-57109
LR-10804,FRA-10804,2.53,REVENUE,SUR-44774
LR-10805,FRA-10805,7.52,FOREST,SUR-66814
LR-10806,FRA-10806,1.2,REVENUE,SUR-49799
LR-10807,FRA-10807,2.18,FOREST,SUR-16540
LR-10808,FRA-10808,7.57,UNCLASSIFIED,SUR-86706
LR-10809,FRA-10809,6.56,COMMUNITY,SUR-88255
LR-10810,FRA-10810,4.85,COMMUNITY,SUR-21219
LR-10811,FRA-10811,6.53,COMMUNITY,SUR-71391
LR-10812,FRA-10812,6.64,COMMUNITY,SUR-41804
LR-10813,FRA-10813,2.74,UNCLASSIFIED,SUR-17123
LR-10814,FRA-10814,5.08,FOREST,SUR-86626
LR-10815,FRA-10815,1.6,REVENUE,SUR-49438
LR-10816,FRA-10816,5.19,FOREST,SUR-42401
LR-10817,FRA-10817,0.84,COMMUNITY,SUR-90315
LR-10818,FRA-10818,4.89,REVENUE,SUR-72411
LR-10819,FRA-10819,5.28,UNCLASSIFIED,SUR-29420
LR-10820,FRA-10820,2.76,REVENUE,SUR-71329
LR-10821,FRA-10821,6.75,FOREST,SUR-32871
LR-10822,FRA-10822,5.97,FOREST,SUR-94559
LR-10823,FRA-10823,5.67,COMMUNITY,SUR-86610
LR-10824,FRA-10824,1.12,REVENUE,SUR-23819
LR-10825,FRA-10825,4.67,FOREST,SUR-32815
LR-10826,FRA-10826,1.88,UNCLASSIFIED,SUR-79275
LR-10827,FRA-10827,0.69,FOREST,SUR-54657
LR-10828,FRA-10828,3.86,UNCLASSIFIED,SUR-66034
LR-10829,FRA-10829,4.01,REVENUE,SUR-47997
LR-10830,FRA-10830,2.61,UNCLASSIFIED,SUR-91087
LR-10831,FRA-10831,6.93,COMMUNITY,SUR-17784
LR-10832,FRA-10832,4.29,FOREST,SUR-55330
LR-10833,FRA-10833,0.99,REVENUE,SUR-95240
LR-10834,FRA-10834,6.76,FOREST,SUR-82416
LR-10835,FRA-10835,5.66,COMMUNITY,SUR-35381
LR-10836,FRA-10836,0.56,FOREST,SUR-11952
LR-10837,FRA-10837,2.49,REVENUE,SUR-89445
LR-10838,FRA-10838,7.02,UNCLASSIFIED,SUR-49677
LR-10839,FRA-10839,2.52,UNCLASSIFIED,SUR-46671
LR-10840,FRA-10840,2.74,REVENUE,SUR-67708
LR-10841,FRA-10841,2.47,UNCLASSIFIED,SUR-74927
LR-10842,FRA-10842,1.81,COMMUNITY,SUR-13406
LR-10843,FRA-10843,0.72,FOREST,SUR-24314
LR-10844,FRA-10844,7.77,COMMUNITY,SUR-31305
LR-10845,FRA-10845,2.8,COMMUNITY,SUR-54241
LR-10846,FRA-10846,2.38,COMMUNITY,SUR-44670
LR-10847,FRA-10847,0.74,FOREST,SUR-46234
LR-10848,FRA-10848,5.87,REVENUE,SUR-90995
LR-10849,FRA-10849,4.15,COMMUNITY,SUR-43743
LR-10850,FRA-10850,1.29,COMMUNITY,SUR-99262
LR-10851,FRA-10851,3.0,COMMUNITY,SUR-91515
LR-10852,FRA-10852,4.52,COMMUNITY,SUR-38163
LR-10853,FRA-10853,7.28,UNCLASSIFIED,SUR-80643
LR-10854,FRA-10854,3.95,REVENUE,SUR-53081
LR-10855,FRA-10855,2.33,COMMUNITY,SUR-95633
LR-10856,FRA-10856,7.03,REVENUE,SUR-89370
LR-10857,FRA-10857,3.96,UNCLASSIFIED,SUR-12033
LR-10858,FRA-10858,1.3,UNCLASSIFIED,SUR-65359
LR-10859,FRA-10859,3.1,FOREST,SUR-56525
LR-10860,FRA-10860,6.21,FOREST,SUR-29956
LR-10861,FRA-10861,2.69,COMMUNITY,SUR-74656
LR-10862,FRA-10862,7.03,REVENUE,SUR-66431
LR-10863,FRA-10863,2.42,COMMUNITY,SUR-89451
LR-10864,FRA-10864,2.1,REVENUE,SUR-10873
LR-10865,FRA-10865,5.86,FOREST,SUR-68249
LR-10866,FRA-10866,5.77,REVENUE,SUR-76461
LR-10867,FRA-10867,1.43,COMMUNITY,SUR-34955
LR-10868,FRA-10868,4.74,REVENUE,SUR-44771
LR-10869,FRA-10869,1.48,REVENUE,SUR-10419
LR-10870,FRA-10870,3.42,REVENUE,SUR-49334
LR-10871,FRA-10871,5.18,COMMUNITY,SUR-64997
LR-10872,FRA-10872,7.66,UNCLASSIFIED,SUR-88781
LR-10873,FRA-10873,6.61,UNCLASSIFIED,SUR-61298
LR-10874,FRA-10874,3.86,REVENUE,SUR-85039
LR-10875,FRA-10875,4.55,COMMUNITY,SUR-56229
LR-10876,FRA-10876,4.74,COMMUNITY,SUR-31155
LR-10877,FRA-10877,0.62,REVENUE,SUR-47105
LR-10878,FRA-10878,2.33,FOREST,SUR-20030
LR-10879,FRA-10879,0.62,UNCLASSIFIED,SUR-35465
LR-10880,FRA-10880,5.75,UNCLASSIFIED,SUR-59359
LR-10881,FRA-10881,4.28,UNCLASSIFIED,SUR-58855
LR-10882,FRA-10882,3.25,REVENUE,SUR-92564
